query-id match-id score boundaries resolved cond-evalue indp-evalue
P40968 WD40 28.8 283-321 283-321 1.7e-10 1.6e-06
P40968 WD40 17.7 371-411 371-411 5.5e-07 0.0053
Q04049 IMS 162.2 29-90,125-200,241-276 29-90,125-200,241-276 9.3e-52 8.9e-48
Q04049 IMS_C 27.7 392-516 392-516 3.2e-10 3.1e-06
Q00723 PRP38 154.9 15-219 15-219 1.1e-49 2.1e-45
Q02733 Pyr_redox_2 149.8 18-347 18-347 5.4e-47 1e-43
Q02733 Pyr_redox_dim 91.4 368-483 368-483 2.3e-29 4.3e-26
Q06324 MMR1 102.2 60-188 60-188 2.9e-33 5.6e-29
Q06324 MMR1 76.4 194-281 194-281 2.2e-25 4.3e-21
P35724 CorA 28.3 637-757 637-757 5.8e-11 1.1e-06
P35724 CorA 80.2 803-965 803-965 9.1e-27 1.7e-22
P53176 DUP 104.7 40-171 40-171 1.3e-34 2.5e-30
P50276 AA_permease_2 288.3 61-501 61-501 1.1e-89 1e-85
Q03162 zf-MYND 36.7 500-555 500-555 1.8e-13 3.4e-09
P40215 Pyr_redox_2 172 113-443 113-443 1.9e-54 1.8e-50
P53259 Rhomboid 116.3 177-332 177-332 6.4e-38 1.2e-33
P40459 Pantoate_ligase 313.4 2-308 2-308 5.8e-98 1.1e-93
Q02820 NCE101 78.1 7-51 7-51 1.6e-26 3.1e-22
P38205 Methyltr_RsmB-F 140.2 158-352,389-409 158-352,389-409 3.6e-45 6.9e-41
Q06148 XLF 54.6 14-183 14-183 6.9e-19 1.3e-14
P53898 INSIG 64.9 114-272 114-272 4.1e-22 7.8e-18
P38755 Oxysterol_BP 245.4 53-340 53-340 4.5e-77 8.6e-73
P24004 PEX-1N 66.9 108-183 108-183 8.1e-22 1.6e-18
P24004 AAA 22.2 457-597 457-597 8.2e-08 0.00016
P24004 AAA 146.3 734-863 734-863 3.7e-46 7.1e-43
P24004 AAA_lid_3 35.7 895-938 895-938 3.2e-12 6.2e-09
P40345 LCAT 506.6 202-625 202-625 2.8e-156 5.4e-152
P53860 CRAL_TRIO_N 68.2 47-110 47-110 5.8e-23 5.5e-19
P53860 CRAL_TRIO 131.7 140-289 140-289 2.2e-42 2.1e-38
P42934 PMT 307.6 70-314 70-314 1.1e-95 6.9e-92
P42934 MIR 82.2 359-536 359-536 7e-27 4.4e-23
P42934 PMT_4TMC 186 558-755 558-755 9.9e-59 6.3e-55
P52867 PMT 266.9 50-293 50-293 2.8e-83 1.8e-79
P52867 MIR 163.7 339-507 339-507 6.9e-52 4.4e-48
P52867 PMT_4TMC 186 529-723 529-723 9.7e-59 6.2e-55
P53037 C2 23.4 17-92 17-92 6.4e-09 6.1e-05
P53037 C2 43.9 494-602 494-602 2.6e-15 2.5e-11
P53037 PS_Dcarbxylase 184.3 871-1080 871-1080 2e-58 1.9e-54
P36004 Pkinase 135.8 413-712 413-712 2e-43 1.9e-39
P09620 Peptidase_S10 387.8 37-490 37-490 4.7e-120 8.9e-116
P47017 LSM 58 45-114 45-114 3e-20 5.8e-16
P18408 PAPS_reduct 156.8 43-225 43-225 2.9e-50 5.6e-46
Q06630 Mhr1 88.3 23-107 23-107 1.5e-29 3e-25
Q03920 MTS 32.8 22-132 22-132 2.8e-12 5.3e-08
P32500 Ndc1_Nup 362.1 21-458,498-641 21-458,498-641 3.6e-112 6.8e-108
P25293 NAP 294.3 94-363 94-363 3.9e-92 7.4e-88
P32505 Nab2 157.7 1-101 1-101 1.3e-50 8.6e-47
P32505 Nab2p_Zf1 54.1 252-278 252-278 1.8e-18 1.1e-14
P32505 zf-CCCH_2 18.1 339-356 339-356 5e-07 0.0032
P32505 zf-CCCH_2 18.4 414-431 414-431 4.1e-07 0.0026
P32505 zf-CCCH_2 14.8 437-453 437-453 5.4e-06 0.034
P32505 zf-CCCH_2 17.9 457-474 457-474 5.9e-07 0.0038
P32492 Myosin_head 951.3 73-765 73-765 4.4e-290 2.8e-286
P32492 IQ 13.1 900-920 900-920 1.1e-05 0.069
P32492 DIL 68.7 1299-1399 1299-1399 7.5e-23 4.8e-19
Q04493 Prefoldin 101.6 23-143 23-143 1.4e-33 2.7e-29
P00950 His_Phos_1 103.7 4-136 4-136 5.4e-34 1e-29
Q12499 NOP5NT 69 3-66 3-66 3.6e-23 3.5e-19
Q12499 Nop 267.2 169-400 169-400 1.2e-83 1.1e-79
P23595 Metallophos 116.7 118-313 118-313 1e-37 2e-33
Q04119 Metallophos 37.3 95-105,140-366 95-105,140-366 2.1e-13 4.1e-09
Q03435 HMG_box 49.2 94-158 94-158 6e-17 5.8e-13
P05150 OTCace_N 141.6 12-158 12-158 2e-45 1.9e-41
P05150 OTCace 162.8 173-327 173-327 6.8e-52 6.5e-48
P32833 ORC2 371.1 259-608 259-608 2.2e-115 4.2e-111
P38873 Raptor_N 224.9 80-232 80-232 6.2e-71 4e-67
P38873 HEAT 18.1 782-812 782-812 3.6e-07 0.0023
P38702 Mito_carr 77.3 31-127 31-127 3.6e-26 6.8e-22
P38702 Mito_carr 55.4 129-236 129-236 2.4e-19 4.6e-15
P38702 Mito_carr 67.3 260-356 260-356 4.5e-23 8.7e-19
P32895 Pribosyltran_N 135.9 4-120 4-120 9.4e-44 6e-40
P32895 Pribosyl_synth 108.8 249-422 249-422 5e-35 3.2e-31
Q99257 RRM_9 108.1 23-92 23-92 1.6e-35 1.5e-31
Q99257 TAP_C 48.2 550-596 550-596 6.5e-17 6.3e-13
P25588 MRC1 141.4 711-851 711-851 1.6e-45 3e-41
P40050 PPR_2 34.8 196-246 196-246 7.6e-13 1.5e-08
P50873 Pkinase 193.1 164-447 164-447 6.2e-61 5.9e-57
P53919 Gar1 85.7 137-226 137-226 8.4e-29 1.6e-24
P40360 NAT 181.1 364-563 364-563 7.5e-58 1.4e-53
P23503 Fe_hyd_lg_C 173 95-288,329-362,398-420 95-288,329-362,398-420 4.6e-55 8.7e-51
P19524 Myosin_head 949 72-769 72-769 1.5e-289 1.4e-285
P19524 DIL 95.3 1382-1482 1382-1482 2.5e-31 2.4e-27
P38798 MIF4G 78.6 34-244 34-244 5.5e-26 5.2e-22
P38798 MIF4G 48 373-561 373-561 1.3e-16 1.3e-12
P38798 MIF4G 177.7 578-818 578-818 2.6e-56 2.5e-52
P38798 Upf2 99.6 945-1085 945-1085 2.6e-32 2.5e-28
P47016 CN_hydrolase 219.4 7-293 7-293 2.9e-69 5.6e-65
P33755 zf-NPL4 236.5 113-256 113-256 1.7e-74 1.1e-70
P33755 NPL4 469.7 259-577 259-577 7.1e-145 4.5e-141
P33400 zf-C2H2 20.6 212-234 212-234 2.3e-08 0.00044
P40186 Cyclin 193.3 108-264 108-264 1.9e-61 3.7e-57
P15873 PCNA_N 184.3 1-126 1-126 7.3e-59 7e-55
P15873 PCNA_C 184.3 127-254 127-254 1e-58 9.5e-55
Q03446 RCR 102.9 40-195 40-195 9.3e-34 1.8e-29
Q06644 PMT 28.7 101-258 101-258 9.9e-11 9.5e-07
Q06644 MIR 27.2 323-478 323-478 3.4e-10 3.3e-06
P38203 LSM 66.5 5-72 5-72 7.1e-23 1.4e-18
P38998 AlaDh_PNT_N 106 7-142 7-142 9.6e-35 1.8e-30
P40577 Apc15p 103.8 8-143 8-143 6e-34 1.2e-29
Q92317 CBFD_NFYB_HMF 50.7 8-73 8-73 8.8e-18 1.7e-13
Q08485 Transp_cyt_pur 241.3 34-485 34-485 9.4e-76 1.8e-71
P52960 Zn_clus 37.4 23-61 23-61 1.1e-13 2.1e-09
Q00618 PPTA 22.7 46-76 46-76 3.1e-09 6e-05
Q00618 PPTA 33.8 85-116 85-116 9.3e-13 1.8e-08
Q00618 PPTA 35.1 124-155 124-155 3.6e-13 7e-09
Q00618 PPTA 26.5 164-195 164-195 1.9e-10 3.7e-06
Q08959 GDPD 145.2 7-246 7-246 1.6e-46 3.1e-42
P41812 POP1 251.7 62-301 62-301 6.9e-79 6.6e-75
P41812 POPLD 107.8 555-661 555-661 2.9e-35 2.8e-31
Q03178 PIR 33.2 64-81 64-81 1.5e-12 2.9e-08
Q03178 PIR 35.2 83-100 83-100 3.5e-13 6.7e-09
Q03178 PIR 35.2 102-119 102-119 3.5e-13 6.7e-09
Q03178 PIR 35.2 126-143 126-143 3.5e-13 6.7e-09
Q03178 PIR 35.2 145-162 145-162 3.5e-13 6.7e-09
Q03178 PIR 35.2 164-181 164-181 3.5e-13 6.7e-09
Q03178 PIR 32.6 183-200 183-200 2.2e-12 4.3e-08
Q03178 PIR 34.2 202-219 202-219 7.2e-13 1.4e-08
Q03180 PIR 30.5 66-83 66-83 1.1e-11 2e-07
Q03180 PIR 29.4 92-109 92-109 2.3e-11 4.4e-07
Q03180 PIR 29.4 110-127 110-127 2.3e-11 4.4e-07
Q03180 PIR 29.4 128-145 128-145 2.3e-11 4.4e-07
Q03180 PIR 29.4 146-163 146-163 2.3e-11 4.4e-07
Q03180 PIR 30.3 164-181 164-181 1.2e-11 2.3e-07
Q03180 PIR 29.2 182-199 182-199 2.7e-11 5.1e-07
P40494 Pkinase 124.5 22-295 22-295 5.3e-40 5.1e-36
P38922 RRM_1 70.9 163-230 163-230 3.2e-24 6.1e-20
P38922 RRM_1 53.8 263-332 263-332 6.8e-19 1.3e-14
P38922 RRM_1 62 378-447 378-447 1.9e-21 3.6e-17
P29295 Pkinase 82.9 9-260 9-260 5.3e-27 2.5e-23
P25605 ACT 49.1 78-144 78-144 5.8e-17 3.7e-13
P25605 ALS_ss_C 57.1 215-281 215-281 2.6e-19 1.6e-15
P53897 Endosulfine 103.5 27-109 27-109 2.7e-34 5.2e-30
P23291 Pkinase 92.3 69-311 69-311 5.4e-30 3.4e-26
P36007 PALP 264.6 16-305 16-305 6.5e-83 1.2e-78
Q06213 Med10 131.2 19-142 19-142 1e-42 1.9e-38
P08536 PUA_2 165.7 2-163 2-163 6.9e-53 6.7e-49
P08536 ATP-sulfurylase 282.7 170-387 170-387 1.7e-88 1.7e-84
Q03079 FLILHELTA 74 69-154 69-154 5.2e-25 9.9e-21
P38122 Pantoate_transf 312.8 25-290 25-290 9.2e-98 1.8e-93
Q12447 Acetyltransf_1 88.4 19-157 19-157 6.5e-29 4.1e-25
P32567 Lipin_N 140.7 1-103 1-103 1.5e-45 1.4e-41
P32567 LNS2 322.6 349-583 349-583 1.3e-100 1.2e-96
Q12462 PEX11 223.8 12-233 12-233 1e-70 2e-66
P38796 Abhydrolase_1 88.5 114-366 114-366 9.1e-29 5.8e-25
P47033 CAP 64 30-144 30-144 1.3e-21 2.5e-17
Q04004 Phosducin 33.9 4-225 4-225 1.7e-12 1.6e-08
P38009 MGS 84.8 17-131 17-131 4e-28 3.8e-24
P38009 AICARFT_IMPCHas 326.4 136-460 136-460 2.3e-101 2.2e-97
P15179 tRNA_anti-codon 28.3 50-128 50-128 1.5e-10 1.4e-06
P15179 tRNA-synt_2 338.5 145-341,476-628 145-341,476-628 3.8e-105 3.6e-101
P38854 TDA11 157.9 1-451 1-451 2e-50 3.9e-46
P36421 tRNA-synt_1b 270 35-335 35-335 1.3e-84 2.5e-80
P47183 NMT1 273 15-238 15-238 1.1e-85 2.1e-81
P07284 Seryl_tRNA_N 86.8 1-112 1-112 1.2e-28 1.1e-24
P07284 tRNA-synt_2b 110.4 232-419 232-419 1.1e-35 1e-31
P29056 TF_Zn_Ribbon 45.4 2-46 2-46 6.8e-16 4.3e-12
P29056 TFIIB 102.7 76-167 76-167 1.3e-33 8.5e-30
P29056 TFIIB 111.6 171-265 171-265 2.3e-36 1.4e-32
P29056 BRF1 101.4 463-532,565-596 463-532,565-596 4.7e-33 3e-29
P53322 MFS_1 114.1 96-460 96-460 3.7e-37 7.1e-33
Q06672 WGG 95.7 32-111 32-111 9.6e-32 1.8e-27
Q12383 zf-TRM13_CCCH 49.7 19-47 19-47 3.7e-17 2.4e-13
Q12383 zf-U11-48K 44.9 72-96 72-96 1.2e-15 7.8e-12
Q12383 TRM13 250.9 179-474 179-474 2.4e-78 1.5e-74
P22803 Thioredoxin 109.9 2-102 2-102 1.5e-35 5.7e-32
P40537 Peptidase_C48 164 456-675 456-675 2.5e-52 4.7e-48
Q12151 Zn_clus 34 49-88 49-88 2.6e-12 2.5e-08
Q12151 Fungal_trans_2 47.9 611-761 611-761 8.9e-17 8.5e-13
P0CG63 ubiquitin 110.7 3-74 3-74 1.8e-35 2.2e-32
P0CG63 ubiquitin 110.7 79-150 79-150 1.8e-35 2.2e-32
P0CG63 ubiquitin 110.7 155-226 155-226 1.8e-35 2.2e-32
P0CG63 ubiquitin 110.7 231-302 231-302 1.8e-35 2.2e-32
P0CG63 ubiquitin 110.7 307-378 307-378 1.8e-35 2.2e-32
P53874 UCH 182.3 362-506,622-730 362-506,622-730 1.5e-57 1.4e-53
P25037 UCH 170.6 101-156,199-268,299-343,460-519,681-735 101-156,199-268,299-343,460-519,681-735 2.7e-54 5.2e-50
P40462 Peptidase_M1_N 163.8 13-219 13-219 7.9e-52 5.1e-48
P40462 Peptidase_M1 218 257-486 257-486 1.9e-68 1.2e-64
P40462 ERAP1_C 135.7 563-930 563-930 4e-43 2.6e-39
P40308 DUF3336 81 66-197 66-197 7.2e-27 6.9e-23
P40308 Patatin 30.5 204-331 204-331 4.3e-11 4.1e-07
Q12400 tRNA_m1G_MT 164.3 104-276 104-276 1.5e-52 2.8e-48
Q06417 adh_short 108.4 71-263 71-263 5e-35 3.2e-31
Q04411 Zn_clus 24.2 70-110 70-110 1.5e-09 2.9e-05
Q02159 UQ_con 167.2 8-159 8-159 8.5e-54 1.6e-49
P15732 UQ_con 175.6 6-143 6-143 2.3e-56 4.4e-52
P38716 Cys_Met_Meta_PP 219.2 5-372 5-372 6.9e-69 6.6e-65
P53750 Abhydrolase_1 136.7 30-276 30-276 1.1e-43 1.1e-39
Q07451 Bap31 140.5 1-140 1-140 1.7e-45 3.3e-41
P32622 NAD_kinase 124.6 109-240 109-240 3.6e-40 3.5e-36
P32622 NAD_kinase_C 146.8 280-407 280-407 2.8e-47 2.7e-43
Q12316 TYA 774 17-400 17-400 4.1e-237 2.6e-233
Q12316 rve 46.1 661-765 661-765 7.5e-16 4.8e-12
Q12316 RVT_2 100.7 1267-1503 1267-1503 1.6e-32 1e-28
P40159 Rick_17kDa_Anti 40.8 46-86 46-86 8.1e-15 1.5e-10
P53183 Epimerase 49 8-269 8-269 1.5e-16 5.7e-13
Q3E7X8 Helicase_C 49.2 453-561 453-561 3.2e-17 6.1e-13
Q12486 HAD_2 60.6 16-180 16-180 3.4e-20 2.2e-16
Q02754 DUF3605 141.6 17-171 17-171 1.3e-45 2.5e-41
P0C2I9 TYA 769 17-400 17-400 1.4e-235 9.1e-232
P0C2I9 rve 46.1 661-765 661-765 7.5e-16 4.8e-12
P0C2I9 RVT_2 99.8 1269-1501 1269-1501 3e-32 1.9e-28
Q04629 DHHC 89.6 130-250 130-250 1e-29 1.9e-25
P26637 tRNA-synt_1 24.8 41-147 41-147 1.3e-09 6.2e-06
P26637 tRNA-synt_1 115.8 179-460,496-769 179-460,496-769 3.8e-37 1.8e-33
P26637 Anticodon_1 46.4 806-950 806-950 8.8e-16 4.2e-12
P34241 Npa1 319.6 60-391 60-391 3e-99 2.9e-95
P34241 NopRA1 160.8 1460-1685 1460-1685 3.4e-51 3.2e-47
P25040 PDCD2_C 104.4 295-404 295-404 1.9e-34 3.7e-30
P12887 UDG 75.6 148-324 148-324 2.3e-25 4.3e-21
Q04228 UBA_4 34.1 18-62 18-62 1.9e-12 1.8e-08
Q04228 UBX 30.3 426-471,535-570 426-471,535-570 4.1e-11 3.9e-07
P22203 vATP-synt_E 231.2 23-223 23-223 4e-73 7.7e-69
P48569 Mit_KHE1 182.9 43-241 43-241 3.6e-58 6.9e-54
P53851 WD40 16.9 244-281 244-281 9.4e-07 0.009
P25386 Uso1_p115_head 352.4 364-715 364-715 2.2e-109 2.1e-105
P25386 Uso1_p115_C 59 1658-1786 1658-1786 6e-20 5.8e-16
P53058 Vel1p 310 6-206 6-206 2.8e-97 5.4e-93
P25591 Vac17 385.9 5-422 5-422 1.8e-119 3.4e-115
P40438 Sortilin-Vps10 195.7 54-534 54-534 1.9e-61 1.2e-57
P40438 Sortilin_C 113.6 537-692 537-692 2.1e-36 1.3e-32
P40438 Sortilin-Vps10 486 737-1184 737-1184 1.7e-149 1.1e-145
P40438 Sortilin_C 132.8 1186-1354 1186-1354 2.6e-42 1.6e-38
Q92331 PX 81.5 308-390 308-390 6.1e-27 5.8e-23
Q92331 Vps5 272 439-673 439-673 4.6e-85 4.4e-81
P53853 NAP 36.2 3-219 3-219 2e-13 3.8e-09
Q07878 Chorein_N 128.8 2-116 2-116 2.8e-41 1.1e-37
Q07878 VPS13 249.4 146-382 146-382 1.1e-77 4.1e-74
Q07878 VPS13_mid_rpt 263.4 610-846 610-846 4.2e-82 1.6e-78
Q07878 SHR-BD 310.7 2205-2485 2205-2485 2.1e-96 8.2e-93
Q07878 VPS13_C 212.4 2741-2919 2741-2919 1.1e-66 4.1e-63
P36017 Ras 202.3 9-173 9-173 9.3e-64 3.6e-60
P38331 HD_3 126.2 55-216 55-216 1.9e-40 1.2e-36
Q3E841 DUF3215 97.6 7-82 7-82 1.5e-32 2.9e-28
P40892 Mac 44.9 7-58 7-58 1.7e-15 1.1e-11
P40892 Hexapep_2 36.4 130-165 130-165 5.4e-13 3.4e-09
Q12085 TYA 771.7 17-400 17-400 6.9e-237 1.3e-232
O13556 Sir1 33.7 2-89 2-89 2.3e-12 4.3e-08
Q05863 RF-1 69 33-151 33-151 1.8e-23 3.4e-19
Q12251 Mito_carr 92 21-112 21-112 8.9e-31 1.7e-26
Q12251 Mito_carr 80.5 118-224 118-224 3.5e-27 6.8e-23
Q12251 Mito_carr 67.4 229-325 229-325 4.4e-23 8.4e-19
Q3E796 SBF_like 34.7 5-67 5-67 6.4e-13 1.2e-08
Q08984 AATase 40.8 53-348 53-348 5.8e-15 1.1e-10
Q99303 TYA 676.4 17-396 17-396 6e-208 1.2e-203
Q06325 Asp 80.1 55-442 55-442 1.1e-26 2e-22
Q12172 Zn_clus 33.6 52-91 52-91 1.7e-12 3.3e-08
Q12042 STIMATE 150.2 93-226 93-226 2e-48 3.8e-44
P38146 Ras 138.2 6-170 6-170 6e-44 1.9e-40
Q12340 Zn_clus 30.4 29-68 29-68 1.8e-11 3.4e-07
P38374 RAMP4 48.4 3-64 3-64 3.8e-17 7.4e-13
P40341 FtsH_ext 34.2 179-282 179-282 5.8e-12 2.8e-08
P40341 AAA 142.1 384-518 384-518 2.8e-45 1.4e-41
P40341 AAA_lid_3 51.4 542-586 542-586 1.6e-17 7.7e-14
P40341 Peptidase_M41 227.2 600-782 600-782 3.3e-71 1.6e-67
P53065 A_deamin 95.6 76-378 76-378 2.3e-31 4.4e-27
P36026 UCH 182.5 298-468,586-704 298-468,586-704 1.3e-57 1.2e-53
Q04235 Met_10 35.5 239-346 239-346 4.7e-13 9e-09
Q04602 MFS_1 68.4 255-439,505-667 255-439,505-667 2.8e-23 5.5e-19
P41807 V-ATPase_H_N 207.3 11-346 11-346 3.8e-65 3.7e-61
P41807 V-ATPase_H_C 141.8 352-477 352-477 1.1e-45 1.1e-41
Q04869 GFO_IDH_MocA 91.7 4-127 4-127 5.7e-30 5.5e-26
Q04869 GFO_IDH_MocA_C 123.8 139-346 139-346 9.1e-40 8.7e-36
Q03759 DUF1892 165 1-105 1-105 2.8e-53 5.4e-49
P53751 Sortilin-Vps10 74.9 1-93 1-93 8.8e-25 5.6e-21
P53751 Sortilin_C 106 96-259 96-259 4.2e-34 2.7e-30
P53751 Sortilin-Vps10 485.5 304-751 304-751 2.4e-149 1.6e-145
P53751 Sortilin_C 132.2 753-921 753-921 3.8e-42 2.4e-38
Q03695 DUF4667 165.6 4-171,232-309 4-171,232-309 1.1e-52 2e-48
Q7LHG5 Ty3_capsid 257.9 16-207 16-207 2e-80 4.9e-77
Q7LHG5 Peptidase_A2B 368.1 286-462 286-462 2.3e-114 5.5e-111
Q7LHG5 RVT_1 121.9 665-823 665-823 1.2e-38 2.9e-35
Q7LHG5 RT_RNaseH_2 106 884-984 884-984 3.9e-34 9.3e-31
Q7LHG5 Integrase_H2C2 62.7 1117-1177 1117-1177 1.1e-20 2.7e-17
Q7LHG5 rve 34.5 1196-1291 1196-1291 8.5e-12 2e-08
P53857 Globin 25.5 176-263 176-263 8.3e-10 1.6e-05
P0C2I2 TYA 774 17-400 17-400 4.1e-237 2.6e-233
P0C2I2 rve 46.6 661-765 661-765 5.2e-16 3.4e-12
P0C2I2 RVT_2 102.2 1267-1501 1267-1501 5.4e-33 3.5e-29
Q04013 Mito_carr 29.7 106-204 106-204 2.6e-11 5e-07
Q04013 Mito_carr 49.5 211-306 211-306 1.6e-17 3.1e-13
P51996 Ras 200.9 15-176 15-176 2e-63 9.6e-60
Q12415 His_Phos_1 63.7 6-208 6-208 2e-21 1.9e-17
Q12415 TFIIIC_sub6 89.6 289-358,406-435 289-358,406-435 1.2e-29 1.1e-25
Q07381 AARP2CN 78.9 234-312 234-312 2.6e-26 2.5e-22
Q07381 RIBIOP_C 358.5 486-779 486-779 3.1e-111 3e-107
Q03784 Sybindin 46.3 3-73 3-73 4.3e-16 4.1e-12
Q03784 Sybindin 23.7 91-157 91-157 4e-09 3.9e-05
Q03784 Sybindin 52.7 166-218 166-218 4.5e-18 4.3e-14
Q03337 TRAPP 161.8 62-110,172-271 62-110,172-271 5.1e-52 9.7e-48
P46944 TRAPPC-Trs85 379.9 223-575,611-666 223-575,611-666 8.4e-118 1.6e-113
P43123 UDPGP 167.9 55-417 55-417 1.5e-53 2.9e-49
P33891 RINT1_TIP1 320.1 239-695 239-695 1.5e-99 3e-95
Q06266 FHA 27.7 118-181 118-181 1.4e-10 2.7e-06
Q07824 MFS_1 135.6 148-536 148-536 3.2e-43 2.1e-39
P38825 TPR_1 32.2 127-160 127-160 4.1e-11 6.5e-08
P38825 TPR_8 14.6 162-194 162-194 1.9e-05 0.03
P38825 TPR_8 14.2 378-411 378-411 2.5e-05 0.04
P38825 TPR_1 34 412-445 412-445 1.1e-11 1.7e-08
P38825 TPR_19 30.2 540-598 540-598 3.1e-10 4.9e-07
Q99190 Steroid_dh 162.7 154-310 154-310 3.2e-52 6.1e-48
P40533 Metallophos 37.5 80-383 80-383 1.9e-13 3.7e-09
P33202 HECT 239.1 1148-1483 1148-1483 4.1e-75 7.9e-71
Q02354 U3_assoc_6 106.4 8-91 8-91 6.1e-35 5.8e-31
Q07963 zf-UBR 47.1 97-170 97-170 2.1e-16 2e-12
Q07963 PRT6_C 113.4 1413-1849 1413-1849 1.4e-36 1.3e-32
P53276 Utp8 685.8 1-713 1-713 4e-210 7.6e-206
P38735 ABC_membrane 76.1 338-620 338-620 1.1e-24 3.6e-21
P38735 ABC_tran 65.9 685-836 685-836 1.7e-21 5.3e-18
P38735 ABC_membrane 110.3 981-1269 981-1269 4.4e-35 1.4e-31
P38735 ABC_tran 110.1 1340-1503 1340-1503 3.8e-35 1.2e-31
P36135 SUN 335.8 111-353 111-353 8.1e-105 1.6e-100
P21373 NAD_kinase 120.3 130-261 130-261 7.7e-39 7.4e-35
P21373 NAD_kinase_C 144.3 301-428 301-428 1.6e-46 1.5e-42
P25515 ATP-synt_C 45.4 15-74 15-74 4.1e-16 7.8e-12
P25515 ATP-synt_C 78.3 91-150 91-150 2.2e-26 4.2e-22
Q3E7Y5 Sir1 28.3 2-89 2-89 2.2e-10 2.1e-06
Q3E7Y5 DEAD 29.1 367-541 367-541 8e-11 7.7e-07
P42937 Rhodanese 39.1 13-131 13-131 4.7e-14 9e-10
P40917 bZIP_1 56 235-294 235-294 1.7e-19 3.3e-15
P46683 Ank_2 54 18-124 18-124 5.3e-18 2e-14
P36015 Longin 47.9 44-124 44-124 1.1e-16 1e-12
P36015 Synaptobrevin 55.1 137-197 137-197 5.3e-19 5.1e-15
P40361 AMP_deaminase 200.1 224-727 224-727 3e-63 5.8e-59
P39542 TPT 58.8 13-68,104-243 13-68,104-243 3e-20 5.7e-16
P39542 TPT 62.1 252-387 252-387 2.9e-21 5.5e-17
P40483 Metallopep 593.1 6-430 6-430 1.3e-182 2.6e-178
P0CT86 DUF5137 76.7 1-77 1-77 1e-25 2e-21
P46996 MFS_1 68.5 80-295,331-508 80-295,331-508 2.6e-23 5e-19
P38899 DEAD 29.4 303-477 303-477 3.3e-11 6.4e-07
Q99337 TYA 768.1 17-400 17-400 2.5e-235 1.6e-231
Q99337 rve 46.2 661-765 661-765 7.5e-16 4.8e-12
Q99337 RVT_2 101.3 1261-1494 1261-1494 1e-32 6.5e-29
Q05016 adh_short 181.2 14-213 14-213 2.5e-57 1.6e-53
Q08234 ABC_tran 85.5 45-214 45-214 1.8e-27 5e-24
Q08234 ABC2_membrane_7 30.2 244-316 244-316 8.3e-11 2.3e-07
Q08234 ABC2_membrane 89.6 358-572 358-572 7.3e-29 2e-25
Q08234 ABC_tran 84.5 710-867 710-867 3.6e-27 1e-23
Q08234 ABC2_membrane 58.8 1019-1224 1019-1224 1.9e-19 5.1e-16
P43538 DEAD 29.6 2-164 2-164 5.7e-11 5.4e-07
P43538 Helicase_C 50.2 229-337 229-337 3.1e-17 3e-13
Q12496 Peptidase_M16 33.6 50-158 50-158 3.9e-12 3.7e-08
Q12496 Peptidase_M16_C 53.4 193-372 193-372 3.5e-18 3.4e-14
Q3E834 Yos1 108.4 6-85 6-85 9.1e-36 1.7e-31
Q12303 Asp 254.4 62-396 62-396 9.2e-80 1.8e-75
P38555 Ras 206.7 15-176 15-176 3.4e-65 1.7e-61
P0C074 SF3b10 67.9 3-79 3-79 3.4e-23 6.6e-19
Q04767 Cg6151-P 132.3 30-141 30-141 5e-43 9.6e-39
P26370 Zn_clus 33.5 15-54 15-54 3.8e-12 3.7e-08
P26370 Fungal_trans_2 224.8 120-528 120-528 1.7e-70 1.6e-66
P50623 UQ_con 151.2 8-152 8-152 7.3e-49 1.4e-44
P50102 zf-UBP 42.5 46-108 46-108 9.8e-15 6.3e-11
P50102 UCH 215.9 137-295,348-465 137-295,348-465 1.3e-67 8.2e-64
P47044 Lysine_decarbox 160.1 63-219 63-219 3.3e-51 3.2e-47
P40579 adh_short 169.6 3-194 3-194 8.7e-54 5.6e-50
P0C2J4 TYA 681.8 17-396 17-396 1.4e-209 2.6e-205
P53819 Sir1 54.3 35-153 35-153 2.9e-18 1.9e-14
P53819 DEAD 28.1 853-1027 853-1027 2.5e-10 1.6e-06
P53819 Helicase_C 47 1092-1200 1092-1200 4.4e-16 2.8e-12
Q12697 P5-ATPase 118.8 306-435 306-435 3.5e-38 1.7e-34
Q12697 E1-E2_ATPase 106.9 549-759 549-759 1.8e-34 8.8e-31
Q12697 Hydrolase 29.1 916-1100 916-1100 2.5e-10 1.2e-06
P43551 Zn_clus 20.9 6-44 6-44 1.6e-08 0.0003
P27654 SRP1_TIP1 111.1 14-113 14-113 1.1e-36 2.2e-32
P41895 TFIIF_alpha 37.9 293-442 293-442 4.6e-14 8.9e-10
Q12094 RLI 57.1 46-80 46-80 1.3e-19 1.2e-15
Q12094 Ribo_biogen_C 170.1 84-210 84-210 1.7e-54 1.6e-50
P32893 Trs65 132.2 252-559 252-559 1.4e-42 2.8e-38
Q06679 WD40 15.1 270-308 270-308 3.5e-06 0.034
P36172 MFS_1 109.7 43-320 43-320 2.5e-35 1.6e-31
P17255 ATP-synt_ab_N 58.9 28-90 28-90 1.7e-19 5.5e-16
P17255 ATP-synt_ab_Xtn 153.8 106-228 106-228 5.6e-49 1.8e-45
P17255 ATP-synt_ab 383.9 237-283,738-916 237-283,738-916 6.4e-119 2.1e-115
